company,location,launch_date,rocket,mission,rocket_status,price,mission_status
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1990-08-28,Molniya-M /Block 2BL,Cosmos 2097,Retired,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",1990-08-28,H-I UM-129A (9SO),BS-3A,Retired,,Success
MHI,"SLC-N, Tanegashima Space Center, Japan",1990-08-28,H-I (9 SO),BS-3A (Yuri-3A),Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1990-08-28,Cosmos-3M (11K65M),Cosmos 2098,Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1990-08-30,Ariane 44L,"Skynet 4C, Eutelsat 2F1",Retired,,Success
CASC,"Taiyuan Satellite Launch Center, China",1990-09-03,Long March 4A,Fengyun-1B,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1990-09-14,Cosmos-3M (11K65M),Cosmos 2100,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1990-09-20,Molniya-M /Block ML,Molniya-3 n†­145,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",1990-09-28,Tsyklon-3,Meteor-2 n†­20,Retired,,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1990-10-02,Delta II 6925,USA-63 (GPS II-8),Retired,,Success
RVSN USSR,"Site 45/2, Baikonur Cosmodrome, Kazakhstan",1990-10-04,Zenit-2,Tselina-2 n†­8,Retired,,Failure
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",1990-10-05,Long March 2C,FSW-1 No.3,Active,30.8,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",1990-10-06,Space Shuttle Discovery,STS-41,Retired,450,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1990-10-12,Ariane 44L,"SBS-6, Galaxy-6",Retired,,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1990-10-18,Delta II 6925,Thor 1,Retired,,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1990-10-30,Delta II 6925,Inmarsat-2 F1,Retired,,Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1990-11-13,Titan IV(402)A,DSP,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1990-11-14,Tsyklon-2,Cosmos 2103,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",1990-11-15,Space Shuttle Atlantis,STS-38,Retired,450,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",1990-11-20,Molniya-M /Block 2BL,Cosmos 2105,Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1990-11-20,Ariane 42P,"Satcom C1, GStar-4",Retired,,Success
RVSN USSR,"Site 131/29, Baikonur Cosmodrome, Kazakhstan",1990-11-20,Rokot/Briz K,GVM Demo Flight,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1990-11-23,Molniya-M /Block ML,Molniya-1 n†­146,Retired,,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1990-11-26,Delta II 7925,USA-66 (GPS IIA-1),Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1990-11-28,Tsyklon-3,Cosmos 2106,Retired,,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1990-12-01,Atlas-E/F Star-37S-ISS,DMSP F-10,Retired,,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",1990-12-02,Space Shuttle Columbia,STS-35,Retired,450,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1990-12-04,Tsyklon-2,Cosmos 2107,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1990-12-10,Cosmos-3M (11K65M),Cosmos 2112,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1990-12-22,Tsyklon-3,Cosmos 2114 to 2119,Retired,,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1991-01-08,Delta II 7925,NATO 4A,Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1991-01-15,Ariane 44L,"Italsat-1, Eutelsat 2F2",Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1991-01-18,Tsyklon-2,Cosmos 2122,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1991-01-29,Cosmos-3M (11K65M),Oscar-21,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1991-02-05,Cosmos-3M (11K65M),Cosmos 2123,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1991-02-12,Cosmos-3M (11K65M),Cosmos 2125 to 2132,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1991-02-15,Molniya-M /Block ML,Molniya-1 n†­147,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1991-02-26,Cosmos-3M (11K65M),Cosmos 2135,Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1991-03-02,Ariane 44LP,"Astra 1B, Meteosat 5",Retired,,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1991-03-08,Titan IV(403)A,Lacrosse,Retired,,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1991-03-08,Delta II 6925,Inmarsat-2 F2,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1991-03-12,Cosmos-3M (11K65M),Nadiezhda n†­6,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1991-03-19,Cosmos-3M (11K65M),Cosmos 2137,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1991-03-22,Molniya-M /Block ML,Molniya-3 n†­148,Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1991-04-04,Ariane 44P,Anik E2,Retired,,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",1991-04-05,Space Shuttle Atlantis,STS-37,Retired,450,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1991-04-13,Delta II 7925,ASC-2 (Spacenet F4),Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1991-04-16,Cosmos-3M (11K65M),Cosmos 2142,Retired,,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1991-04-18,Atlas I,Yuri 3H,Retired,,Failure
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1991-04-24,Tsyklon-3,Meteor-3 n†­4,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",1991-04-28,Space Shuttle Discovery,STS-39,Retired,450,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1991-05-14,Atlas-E/F Star-37S-ISS,NOAA-D,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1991-05-16,Tsyklon-3,Cosmos 2143 to 2148,Retired,,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1991-05-29,Delta II 7925,Aurora 2,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1991-06-04,Tsyklon-3,Okean 3,Retired,,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",1991-06-05,Space Shuttle Columbia,STS-40,Retired,450,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1991-06-11,Cosmos-3M (11K65M),Cosmos 2150,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1991-06-13,Tsyklon-3,Cosmos 2151,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1991-06-18,Molniya-M /Block ML,Molniya-1 n†­149,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1991-06-25,Cosmos-3M (11K65M),Ta??foun n†­59,Retired,,Failure
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1991-07-04,Delta II 7925,USA-71 (GPS IIA-2),Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1991-07-17,Ariane 40,"ERS-1, Oscar 22, Orbcomm-X, Tubsat-A, SARA",Retired,,Success
Northrop,"NB-52B Carrier, Edwards AFB, California, USA",1991-07-21,Pegasus/HAPS,7 Microsats,Retired,40,Partial Failure
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1991-08-01,Molniya-M /Block ML,Molniya-1 n†­150,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",1991-08-02,Space Shuttle Atlantis,STS-43,Retired,450,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1991-08-14,Ariane 44L,Intelsat 605,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1991-08-15,Tsyklon-3,Meteor-3 n†­5,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1991-08-22,Cosmos-3M (11K65M),Cosmos 2154,Retired,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",1991-08-25,H-I UM-129A (9SO),BS-3B,Retired,,Success
MHI,"SLC-N, Tanegashima Space Center, Japan",1991-08-25,H-I (9 SO),BS-3B (Yuri-3B),Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1991-08-29,Vostok-2M,IRS-1B,Retired,,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan",1991-08-30,Mu-III S2,Yohkoh,Retired,,Success
RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",1991-08-30,Zenit-2,Tselina-2 n†­9,Retired,,Failure
NASA,"LC-39A, Kennedy Space Center, Florida, USA",1991-09-12,Space Shuttle Discovery,STS-48,Retired,450,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1991-09-17,Molniya-M /Block ML,Molniya-3 n†­151,Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1991-09-26,Ariane 44P,Anik E1,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1991-09-28,Tsyklon-3,Cosmos 2157 to 2162,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1991-10-10,Cosmos-3M (11K65M),Cosmos 2164,Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1991-10-29,Ariane 44L,Intelsat 6AF1,Retired,,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1991-11-08,Titan IV(403)A,SLDCOM & NOSS 3x,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",1991-11-12,Tsyklon-3,Cosmos 2165 to 2170,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",1991-11-24,Space Shuttle Atlantis,STS-44,Retired,450,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1991-11-27,Cosmos-3M (11K65M),Cosmos 2173,Retired,,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1991-11-28,Atlas-E/F Star-37S-ISS,DMSP F-11,Retired,,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1991-12-07,Atlas II,Eutelsat 2F3,Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1991-12-16,Ariane 44L,"Telecom 2A, Inmarsat 2F3",Retired,,Success
Yuzhmash,"Site 32/2, Plesetsk Cosmodrome, Russia",1991-12-18,Tsyklon-3,Intercosmos 25 & Magion 3,Retired,,Success
RVSN USSR,"Site 175/58, Baikonur Cosmodrome, Kazakhstan",1991-12-20,Rokot/Briz K,GVM Demo Flight,Retired,,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",1991-12-28,Long March 3,DFH-2A-T5,Retired,,Partial Failure
NASA,"LC-39A, Kennedy Space Center, Florida, USA",1992-01-22,Space Shuttle Discovery,STS-42,Retired,450,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1992-01-24,Molniya-M /Block 2BL,Cosmos 2176,Retired,,Success
RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",1992-02-05,Zenit-2,Tselina-2 n†­10,Retired,,Failure
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1992-02-11,Atlas II,USA-78 (DSCS IIIB-14),Retired,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",1992-02-11,H-I (9 SO),JERS 1,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1992-02-17,Cosmos-3M (11K65M),Cosmos 2180,Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1992-02-26,Ariane 44L,"Superbird-B1, Arabsat-1C",Retired,,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",1992-03-04,Molniya-M /Block ML,Molniya-1 n†­152,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1992-03-09,Cosmos-3M (11K65M),Cosmos 2181,Retired,,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1992-03-14,Atlas I,Galaxy 5,Retired,,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1992-03-23,Delta II 7925,USA-79 (GPS IIA-3),Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",1992-03-24,Space Shuttle Atlantis,STS-45,Retired,450,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1992-04-10,Delta II 7925,USA-80 (GPS IIA-4),Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1992-04-15,Cosmos-3M (11K65M),Cosmos 2184,Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1992-04-15,Ariane 44L,"Telecom 2B, Inmarsat-2F4",Retired,,Success
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1992-04-25,Titan II(23)G,USA-81,Retired,35,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",1992-05-07,Space Shuttle Endeavour,STS-49,Retired,450,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1992-05-14,Delta II 7925,Palapa B4,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1992-06-03,Cosmos-3M (11K65M),Cosmos 2187 to 2194,Retired,,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1992-06-07,Delta II 6920-10,EUVE,Retired,,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1992-06-10,Atlas IIA,Intelsat K,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",1992-06-25,Space Shuttle Columbia,STS-50,Retired,450,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1992-07-01,Cosmos-3M (11K65M),Cosmos 2195,Retired,,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1992-07-02,Atlas II,USA-82 (DSCS IIIB-12),Retired,,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1992-07-07,Delta II 7925,USA-83 (GPS IIA-5),Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1992-07-08,Molniya-M /Block 2BL,Cosmos 2196,Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1992-07-09,Ariane 44L,"Insat-2A, Eutelsat 2F4",Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",1992-07-13,Tsyklon-3,Cosmos 2197 to 2202,Retired,,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1992-07-24,Delta II 7925,Satcom C4,Retired,,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1992-07-24,Delta II 6925,GEOTAIL,Retired,,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",1992-07-31,Space Shuttle Atlantis,STS-46,Retired,450,Success
VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",1992-08-06,Molniya-M /Block NVL,Molniya-1 n†­153,Retired,,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",1992-08-09,Long March 2D,FSW-2 No.1,Active,29.75,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1992-08-10,Ariane 42P,"TOPEX/Poseidon, Oscar 23, S80/T",Retired,,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",1992-08-12,Cosmos-3M (11K65M),Cosmos 2208,Retired,,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",1992-08-13,Long March 2E,Optus-B1,Retired,,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1992-08-22,Atlas I,Galaxy 1R,Retired,,Failure
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1992-09-09,Delta II 7925,USA-84 (GPS IIA-6),Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1992-09-10,Ariane 44LP,"Hispasat 1A, Satcom C3",Retired,,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",1992-09-12,Space Shuttle Endeavour,STS-47,Retired,450,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1992-09-25,Commercial Titan III,Mars Observer,Retired,136.6,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",1992-10-06,Long March 2C,"FSW-1 No.4, Freja",Active,30.8,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1992-10-12,Delta II 7925,DFS Kopernikus 3,Retired,,Success
VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",1992-10-14,Molniya-M /Block ML,Molniya-3 n†­154,Retired,,Success
VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia",1992-10-20,Tsyklon-3,Cosmos 2211 to 2216,Retired,,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",1992-10-22,Space Shuttle Columbia,STS-52,Retired,450,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1992-10-28,Ariane 42P,Galaxy-7,Retired,,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",1992-10-29,Cosmos-3M (11K65M),Cosmos 2218,Retired,,Success
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",1992-11-17,Zenit-2,Cosmos 2219,Retired,,Success
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",1992-11-21,Molniya-M /Block 2BL,Cosmos 2217,Retired,,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1992-11-22,Delta II 7925,USA-85 (GPS IIA-7),Retired,,Success
VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia",1992-11-24,Tsyklon-3,Cosmos 2221,Retired,,Success
VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",1992-11-25,Molniya-M /Block 2BL,Cosmos 2222,Retired,,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1992-11-28,Titan IV(404)A,KH-11 Kennen,Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1992-12-01,Ariane 42P,Superbird A1,Retired,,Success
VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",1992-12-02,Molniya-M /Block ML,Molniya-3 n†­155,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",1992-12-02,Space Shuttle Discovery,STS-53,Retired,450,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1992-12-18,Delta II 7925,USA-87 (GPS IIA-8),Retired,,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",1992-12-21,Long March 2E,Optus-B2,Retired,,Failure
VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia",1992-12-22,Tsyklon-3,Cosmos 2226,Retired,,Success
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",1992-12-25,Zenit-2,Cosmos 2227,Retired,,Success
VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia",1992-12-25,Tsyklon-3,Cosmos 2228,Retired,,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",1993-01-12,Cosmos-3M (11K65M),Cosmos 2230,Retired,,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",1993-01-13,Molniya-M /Block ML,Molniya-1 n†­156,Retired,,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",1993-01-13,Space Shuttle Endeavour,STS-54,Retired,450,Success
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",1993-01-26,Molniya-M /Block 2BL,Cosmos 2232,Retired,,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1993-02-03,Delta II 7925,USA-88 (GPS IIA-9),Retired,,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",1993-02-09,Cosmos-3M (11K65M),Cosmos 2233,Retired,,Success
Northrop,"NB-52B Carrier, Cape Canaveral AFS, Florida, USA",1993-02-09,Pegasus,SCD-1,Retired,40,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan",1993-02-20,Mu-III S2,Asuka,Retired,,Success
VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia",1993-03-16,Tsyklon-3,Cosmos 2242,Retired,,Success
MITT,"Site 158, Plesetsk Cosmodrome, Russia",1993-03-25,Start-1,EKA-1,Active,,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1993-03-25,Atlas I,UHF F1,Retired,,Failure
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",1993-03-26,Zenit-2,Cosmos 2237,Retired,,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1993-03-30,Delta II 7925,USA-90 (GPS IIA-10)/SEDS-1,Retired,,Success
VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1993-03-30,Tsyklon-2,Cosmos 2238,Retired,,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",1993-04-01,Cosmos-3M (11K65M),Cosmos 2239,Retired,,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",1993-04-06,Molniya-M /Block 2BL,Cosmos 2241,Retired,,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",1993-04-08,Space Shuttle Discovery,STS-56,Retired,450,Success
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",1993-04-09,Molniya-M /Block 2BL,Cosmos 2340,Retired,,Success
VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia",1993-04-16,Tsyklon-3,Cosmos 2242,Retired,,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",1993-04-21,Molniya-M /Block ML,Molniya-3 n†­157,Retired,,Success
Northrop,"NB-52B Carrier, Edwards AFB, California, USA",1993-04-25,Pegasus,ALEXIS,Retired,40,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",1993-04-26,Space Shuttle Columbia,STS-55,Retired,450,Success
VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1993-04-28,Tsyklon-2,Cosmos 2244,Retired,,Success
VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia",1993-05-11,Tsyklon-3,Cosmos 2245 to 2250,Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1993-05-12,Ariane 42L,"Astra 1C, Arsene",Retired,,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1993-05-13,Delta II 7925,USA-91 (GPS IIA-11),Retired,,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",1993-05-26,Molniya-M /Block ML,Molniya-1 n†­158,Retired,,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",1993-06-16,Cosmos-3M (11K65M),Cosmos 2251,Retired,,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",1993-06-21,Space Shuttle Endeavour,STS-57,Retired,450,Success
VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia",1993-06-24,Tsyklon-3,Cosmos 2252 to 2257,Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1993-06-25,Ariane 44P,Galaxy-4,Retired,,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1993-06-26,Delta II 7925,USA-92 (GPS IIA-12)/PMG,Retired,,Success
VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1993-07-07,Tsyklon-2,Cosmos 2258,Retired,,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1993-07-19,Atlas II,USA-93 (DSCS IIIB-9),Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1993-07-22,Ariane 44L,"Hispasat 1B, Insat-2B",Retired,,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1993-08-02,Titan IV(403)A,SLDCOM & 3x NOSS,Retired,,Failure
VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",1993-08-04,Molniya-M /Block ML,Molniya-3 n†­159,Retired,,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1993-08-09,Atlas-E/F Star-37S-ISS,NOAA-I,Retired,,Success
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",1993-08-10,Molniya-M /Block 2BL,Cosmos 2261,Retired,,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1993-08-30,Delta II 7925,USA-94 (GPS IIA-13),Retired,,Success
VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia",1993-08-31,Tsyklon-3,Meteor-2 n†­21 & Temisat,Retired,,Success
